,ProgramLevel,GlobalVariables,CoverageEstimation,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_3,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,clockCycles
299,0.01,6,100,3,0,0,0,37,80,4,79,125,40,107,125,120,47,62,22,94,26,127,84,119,91,21,27,76,111,10,113,69,16,0,0,10,9,4,46,0,23,11,12,16,0,48,0,17,19,14,18,0,54,0,18,17,12,10,21,16,50,0,22,8217
300,0.03,2,100,3,1,-113,0,38,109,32,-91,20,-77,-116,39,38,122,25,41,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
301,0.04,2,100,3,1,20,0,15,22,74,-28,12,55,62,-44,-91,85,-54,95,74,124,-75,-71,94,87,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
302,0.03,2,100,3,1,-26,0,7,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
303,0.03,2,100,3,1,47,0,-22,-75,-21,15,-12,-16,49,89,-6,-68,-21,49,-57,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
304,0.03,2,100,3,1,26,0,64,98,75,12,36,-35,10,-98,9,-50,-117,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
305,0.04,2,100,3,1,20,0,-27,80,-30,-41,-97,-47,93,16,-115,43,30,-93,-103,7,16,113,-96,-51,41,-57,-3,114,-64,108,68,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
306,0.03,2,100,3,1,-26,0,88,109,-70,116,118,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
307,0.04,2,100,3,1,-113,0,-71,23,61,-116,83,16,105,57,-98,51,-110,-42,-92,71,-124,102,23,17,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
308,0.04,2,100,3,1,60,0,1,-83,-60,-50,-38,126,12,-49,-25,64,-43,-105,60,-95,-32,24,-48,13,90,-22,-79,106,-95,8,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
309,0.03,2,100,3,1,-26,0,-41,-105,126,-112,-51,-119,-31,50,125,61,78,-121,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
310,0.03,2,100,3,1,67,0,82,-30,10,-61,21,-82,-37,20,-104,44,-103,-57,121,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
311,0.03,2,100,3,1,-109,0,-38,-85,27,83,27,50,28,-67,-117,90,-91,-56,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
312,0.03,2,100,3,1,-113,0,-52,-39,-79,-98,-71,-84,52,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
313,0.03,2,100,3,1,-113,0,37,-86,58,93,-19,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
314,0.03,2,100,3,1,67,0,-38,-119,-14,-14,73,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
315,0.04,2,100,3,1,-4,0,-94,-10,31,26,-43,55,95,37,93,108,28,20,72,-54,-49,-46,-50,-62,-110,-54,113,34,97,99,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
316,0.03,2,100,3,1,-26,0,70,-36,108,85,-42,76,92,16,24,-54,84,-90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
317,0.03,2,100,3,1,60,0,32,-118,57,110,23,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
318,0.03,2,100,3,1,-113,0,-10,-23,65,-17,-36,124,-56,20,-94,114,102,-79,-10,-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
319,0.03,2,100,3,1,-41,0,-97,-62,-125,70,120,-68,62,-86,-78,106,11,-125,-16,50,-57,11,-29,49,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
320,0.03,2,100,3,1,26,0,-61,-55,-12,-33,-6,70,-71,-1,67,-11,-40,45,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
321,0.03,2,100,3,1,-4,0,-59,92,-38,7,-106,-59,59,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
322,0.04,2,100,3,1,60,0,-120,66,50,32,20,23,-124,-15,-84,-109,-30,-73,94,-110,-85,120,89,102,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
323,0.04,2,100,3,1,67,0,60,-6,48,45,-94,32,53,-124,101,-115,-21,57,42,13,-80,-41,118,-11,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
324,0.03,2,100,3,1,20,0,-115,115,-65,91,35,98,-96,-53,-94,-8,102,-25,-105,1,104,-91,35,-14,-127,-77,70,-127,16,65,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
325,0.03,2,100,3,1,-109,0,-61,100,112,-74,-30,-31,-91,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
326,0.03,2,100,3,1,60,0,12,126,106,14,120,-100,-41,64,-74,108,5,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
327,0.03,2,100,3,1,-41,0,125,15,-108,5,59,-7,-79,20,-124,75,-47,79,-69,-43,2,0,64,48,5,105,-119,-81,15,-43,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
328,0.04,2,100,3,1,-113,0,-119,-14,-91,-114,82,-110,-118,17,-26,83,37,-75,-57,-15,49,-66,-5,94,117,125,-88,55,115,-74,-52,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
329,0.04,2,100,3,1,26,0,-104,-102,82,-17,-54,-47,-35,83,-27,86,-106,118,104,-75,26,-10,98,-84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
330,0.03,2,100,3,1,-4,0,38,28,-31,-48,-7,5,66,106,-52,-80,-74,38,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
331,0.04,2,100,3,1,-26,0,80,-16,116,-17,82,15,-108,13,115,36,8,-118,88,-102,54,-91,5,-88,17,119,8,126,-59,104,-42,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
332,0.03,2,100,3,1,47,0,50,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
333,0.04,2,100,3,1,47,0,91,-46,-83,-6,79,102,103,40,82,79,33,-120,20,-59,-19,88,-8,114,-24,1,-6,1,93,-57,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
334,0.04,2,100,3,1,47,0,127,113,-113,-53,-28,-71,54,-74,-66,11,36,52,-78,96,-32,-75,96,112,19,-17,-102,98,115,45,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
335,0.03,2,100,3,1,47,0,59,19,-9,67,-28,9,0,27,-42,70,-33,-81,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
336,0.03,2,100,3,1,-4,0,-94,122,-5,110,-22,-117,49,13,53,-44,-2,112,-112,69,125,88,77,-39,94,82,-118,-1,-45,-77,90,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
337,0.04,2,100,3,1,67,0,-103,26,54,52,-28,-67,70,-126,69,-50,39,-89,127,-25,-5,54,116,-72,-105,-60,34,-115,-29,-115,113,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
338,0.03,2,100,3,1,26,0,118,83,13,-112,-73,-106,16,-49,-77,-21,-106,85,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
339,0.03,2,100,3,1,-41,0,-30,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
340,0.04,2,100,3,1,20,0,52,123,49,118,91,-86,-45,-5,45,112,76,50,-114,-110,-7,20,-115,28,0,-74,107,-45,42,-106,64,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
341,0.03,2,100,3,1,26,0,19,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
342,0.04,2,100,3,1,-41,0,-70,85,-67,64,-122,-109,16,92,26,102,-94,14,-43,-62,15,-11,107,53,27,83,-82,124,-18,75,-98,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
343,0.03,2,100,3,1,-26,0,100,0,-17,20,29,30,-11,17,-67,-8,-56,53,-12,-88,-39,95,39,71,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
344,0.03,2,100,3,1,60,0,-14,-30,22,-26,125,-55,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
345,0.03,2,100,3,1,-41,0,-29,-27,-65,101,-110,-29,108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
346,0.02,2,100,3,1,-4,0,-2,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
347,0.03,2,100,3,1,-109,0,82,59,-51,36,-119,-21,-16,13,84,44,10,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
348,0.03,2,100,3,1,20,0,-126,6,38,93,-8,35,20,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
349,0.03,2,100,3,1,67,0,-50,-3,-45,126,-79,117,-96,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
350,0.04,2,100,3,1,47,0,-73,-7,25,-71,14,-116,71,27,118,-127,-17,-36,-44,-91,-72,111,88,-57,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
351,0.03,2,100,3,1,-26,0,105,37,-112,-74,123,34,-82,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
352,0.03,2,100,3,1,-26,0,-41,56,28,118,-41,13,77,21,43,97,-12,-121,-13,-13,-13,60,-31,-70,12,-59,-23,60,44,100,-115,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
353,0.03,2,100,3,1,20,0,-110,106,41,-30,-92,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
354,0.04,2,100,3,1,-113,0,-48,-69,32,-62,-71,-22,48,-31,-10,111,109,99,-79,53,97,-105,0,125,121,41,-77,-67,-83,46,-20,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
355,0.04,2,100,3,1,-41,0,-61,-65,-20,-40,58,-34,-83,27,7,-18,114,-117,52,-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
356,0.02,2,100,3,1,20,0,-75,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
357,0.03,2,100,3,1,-41,0,-96,-54,98,78,124,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
358,0.03,2,100,3,1,60,0,9,57,-74,-55,108,74,-15,96,9,119,-59,-86,96,113,-74,-101,-114,-43,-34,-50,61,7,38,-107,113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
359,0.03,2,100,3,1,67,0,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
360,0.04,2,100,3,1,-109,0,-108,-14,-98,-65,93,104,-63,-99,-106,-98,30,-106,61,83,101,57,43,29,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
361,0.04,2,100,3,1,60,0,-19,-27,-11,-19,14,-66,-56,-111,-37,-52,-65,0,37,116,107,124,-72,-46,-8,106,79,53,77,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
362,0.03,2,100,3,1,-109,0,34,-53,21,5,124,-45,16,2,-16,51,20,25,117,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
363,0.04,2,100,3,1,-4,0,72,-52,113,17,-126,-22,-127,27,114,62,-58,-47,124,3,13,122,1,4,9,95,17,-110,86,-77,116,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
364,0.03,2,100,3,1,20,0,46,-67,-68,3,-78,-126,-3,-17,-83,-13,21,47,105,-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
365,0.03,2,100,3,1,-113,0,-60,3,-102,-66,57,126,-58,-41,-24,10,45,28,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
366,0.04,2,100,3,1,-41,0,92,-27,-24,104,40,-88,-8,0,-74,-37,54,63,-74,-9,-77,40,-85,102,-116,32,-74,-28,82,-6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
367,0.04,2,100,3,1,-4,0,-24,57,71,-62,46,112,25,-39,-74,-51,-113,-108,68,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
368,0.04,2,100,3,1,26,0,-125,77,-91,81,-2,-31,47,6,-112,15,-21,-11,-17,121,70,-79,20,118,116,0,-48,-16,63,115,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
369,0.04,2,100,3,1,26,0,12,-123,82,59,118,-51,-35,-49,14,-48,102,-20,112,-50,101,118,83,-90,-78,-44,-5,101,18,69,-67,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
370,0.03,2,100,3,1,26,0,109,115,-64,103,-67,47,-112,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
371,0.04,2,100,3,1,-109,0,-115,4,85,-29,-50,56,77,-71,54,-125,-8,77,-43,-4,33,87,38,101,-114,3,117,-79,-4,-111,87,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
372,0.03,2,100,3,1,-4,0,-50,81,-100,71,66,-70,13,-9,57,-89,-113,-107,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
373,0.03,2,100,3,1,-4,0,26,61,10,92,119,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
374,0.04,2,100,3,1,-4,0,-69,-120,77,89,-120,42,-82,-33,87,58,39,-106,97,118,94,19,67,111,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
375,0.03,2,100,3,1,-41,0,77,-110,-11,92,57,-94,-76,-70,-116,-121,26,124,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
376,0.03,2,100,3,1,-41,0,59,-99,-24,13,88,-22,-8,102,6,57,-94,109,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
377,0.04,2,100,3,1,67,0,121,-39,-117,-82,39,127,-22,110,-95,-26,76,51,-107,123,71,-16,13,77,1,29,-99,44,74,-55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
378,0.03,2,100,3,1,67,0,74,-94,65,-45,-89,105,21,106,43,87,38,-121,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
379,0.03,2,100,3,1,60,0,32,-28,-124,-58,5,-123,20,-121,7,71,-67,20,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
380,0.03,2,100,3,1,47,0,-109,2,-117,60,101,-65,-69,25,-94,48,112,108,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
381,0.03,2,100,3,1,47,0,94,53,-67,-11,21,-52,-63,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
382,0.03,2,100,3,1,26,0,-107,56,-101,18,67,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
383,0.03,2,100,3,1,47,0,-67,124,-107,126,-70,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
384,0.04,2,100,3,1,-109,0,-48,-29,50,66,-42,48,96,-51,-7,-16,-69,-10,-8,-103,19,-53,-124,59,104,-39,92,124,-113,8,-23,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
385,0.03,2,100,3,1,67,0,76,103,-21,-48,-113,-79,-7,118,80,31,2,-30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
386,0.03,2,100,3,1,-109,0,65,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
387,0.03,2,100,3,1,60,0,58,30,26,97,47,40,-40,-65,87,10,-4,-45,-35,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
388,0.04,2,100,3,1,26,0,-108,-31,22,-80,-75,-16,70,-113,5,-127,-38,122,-111,-114,-108,47,-52,78,97,-98,-85,-48,-86,-72,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
389,0.03,2,100,3,1,60,0,-7,-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
390,0.04,2,100,3,1,47,0,22,108,90,22,-45,-29,-20,-42,-72,67,64,123,-84,-69,-12,-37,22,-106,107,48,30,34,-39,-48,116,-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
391,0.03,2,100,3,1,20,0,-117,106,41,-85,120,9,9,109,106,-28,111,-74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
392,0.03,2,100,3,1,-26,0,70,51,-76,79,-44,56,28,56,15,-49,61,-22,-114,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
393,0.03,2,100,3,1,67,0,29,114,-53,-10,29,72,84,-85,2,-127,118,-7,4,-1,-83,-1,126,-13,41,-102,-116,83,0,75,-12,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
394,0.04,2,100,3,1,-113,0,124,117,-25,83,68,122,6,15,24,5,-30,-124,73,17,19,-38,-34,-95,23,-79,-27,97,-105,-6,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
